Age,Gender,ChildrenHome,Education,MaritalStatus,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
48,0,1,Graduate,Married,34421.0,Laptop,0,5,1,1,2,3,1,1,3,0
20,0,0,Undergraduate,Single,23204.0,Phone,0,28,3,11,5,5,3,4,5,0
64,0,1,PhD,Married,51518.0,Computer,0,8,1,3,4,0,3,0,7,0
55,0,0,Graduate,Married,65777.0,Computer,2,23,4,2,2,6,0,1,3,0
58,1,1,Graduate,Divorced,69932.0,Computer,1,5,2,7,1,1,8,0,14,0
59,0,0,Graduate,Married,80124.0,Tablet,1,10,2,3,3,3,3,1,9,0
77,1,0,PhD,Married,65846.0,Laptop,2,11,1,6,4,3,2,3,3,0
16,0,0,Undergraduate,Single,27859.0,Phone,0,10,4,17,7,1,1,6,7,0
46,1,1,PhD,Married,49187.0,Tablet,0,11,1,1,3,2,4,1,6,0
60,0,1,PhD,Married,31497.0,Phone,2,3,2,3,2,3,6,0,14,0
66,1,0,PhD,Married,84117.0,Tablet,2,25,5,7,4,0,3,4,4,0
37,1,1,Graduate,Single,22327.0,Laptop,0,25,5,1,1,2,3,0,7,0
57,0,2,Graduate,Married,29672.0,Phone,1,22,5,0,0,1,1,4,11,0
52,1,0,Master,Married,79419.0,Laptop,2,6,2,4,0,3,5,3,13,0
63,1,1,Graduate,Married,71232.0,Tablet,1,6,1,11,8,5,1,2,1,0
16,0,0,Undergraduate,Single,12448.0,Computer,2,10,4,12,8,7,0,2,4,0
28,0,0,Graduate,Single,43723.0,Phone,2,11,3,1,1,2,11,4,0,0
16,0,0,Undergraduate,Single,22325.0,Computer,2,16,4,15,3,4,10,0,2,0
51,1,2,PhD,Single,42767.0,Computer,0,24,4,3,2,0,3,6,16,0
20,0,0,Undergraduate,Single,6258.0,Laptop,1,10,4,19,4,0,1,4,8,0
51,0,1,Master,Single,39763.0,Phone,2,13,1,5,5,0,1,5,4,1
24,0,0,Undergraduate,Single,27444.0,Laptop,1,11,1,4,0,0,1,3,5,0
57,1,1,2ndCycle,Divorced,64176.0,Computer,2,12,3,8,2,3,1,4,2,0
66,1,2,2ndCycle,Married,54342.0,Tablet,0,24,5,3,1,1,0,3,2,0
39,0,0,Master,Single,89616.0,Laptop,2,45,3,7,6,0,5,4,15,1
70,0,2,Graduate,Married,34074.0,Laptop,2,3,2,3,3,2,2,0,6,0
31,0,0,PhD,Married,68682.0,Phone,2,16,4,4,1,9,0,1,0,0
73,1,0,Graduate,Married,72025.0,Phone,1,23,2,4,6,0,2,2,15,1
75,1,0,Master,Married,78093.0,Computer,2,12,4,4,3,8,5,2,6,0
20,0,0,Undergraduate,Single,13521.0,Laptop,2,28,5,13,5,0,6,2,4,0
51,0,2,Graduate,Married,16626.0,Computer,1,20,4,3,0,2,3,4,2,0
41,0,0,Graduate,Single,91065.0,Phone,0,47,6,7,2,0,5,1,1,1
20,1,0,Undergraduate,Single,7508.0,Computer,1,14,1,27,0,4,5,0,4,1
61,1,0,Basic,Married,28249.0,Laptop,2,17,1,2,7,3,2,5,0,0
77,1,0,PhD,Married,70356.0,Tablet,0,20,4,10,8,0,0,0,3,0
77,0,0,PhD,Married,71604.0,Laptop,0,8,1,8,0,2,7,1,9,1
51,0,1,Graduate,Married,64722.0,Tablet,1,7,1,8,1,9,0,6,2,0
49,1,1,Master,Married,60432.0,Computer,1,21,2,7,2,2,6,3,2,0
55,0,0,Graduate,Divorced,57136.0,Phone,1,50,4,7,7,0,0,2,4,1
54,1,1,Graduate,Single,57107.0,Laptop,1,20,2,4,5,2,6,4,2,1
43,1,1,Basic,Married,24594.0,Laptop,0,27,2,1,4,2,4,4,1,0
52,1,0,Graduate,Single,22585.0,Laptop,2,41,4,1,1,1,2,1,15,1
70,0,1,Graduate,Divorced,62335.0,Laptop,1,11,4,3,2,5,0,4,1,0
71,0,0,Master,Married,39767.0,Tablet,2,29,5,7,7,0,0,2,8,0
66,1,0,Master,Single,64857.0,Computer,2,16,4,7,3,4,0,0,12,0
29,1,0,Graduate,Single,49962.0,Computer,2,42,5,16,0,2,2,3,10,1
33,0,1,Basic,Married,25443.0,Tablet,2,29,3,1,8,2,1,1,6,0
37,0,1,Graduate,Married,44322.0,Computer,0,17,4,3,2,9,2,1,2,0
38,1,1,Master,Single,31385.0,Phone,2,50,4,1,2,3,1,0,0,1
69,0,2,Graduate,Married,48794.0,Computer,1,5,2,1,5,2,3,1,13,0
69,0,2,Graduate,Married,41452.0,Laptop,1,26,4,1,3,8,7,0,7,0
53,1,1,Graduate,Married,65747.0,Computer,1,21,3,8,8,3,2,0,3,0
63,1,1,Graduate,Married,58113.0,Computer,1,18,4,9,0,6,0,1,2,0
57,0,3,Master,Single,35791.0,Computer,2,10,3,1,2,2,8,7,4,0
68,1,1,Graduate,Divorced,79865.0,Phone,0,23,2,5,4,5,2,1,2,0
73,1,1,Master,Married,49912.0,Phone,1,28,2,10,3,9,4,3,4,1
54,0,1,Master,Divorced,63841.0,Laptop,0,24,2,9,2,3,2,0,2,0
67,0,0,2ndCycle,Married,72635.0,Tablet,0,15,2,6,2,4,0,6,4,0
23,0,0,Undergraduate,Single,15886.0,Computer,2,9,1,14,3,1,0,5,3,0
23,1,0,Undergraduate,Single,28376.0,Computer,1,11,4,12,6,0,6,3,9,0
70,0,0,Basic,Married,13084.0,Phone,1,18,2,1,1,1,3,0,9,0
21,0,0,Undergraduate,Single,29454.0,Laptop,2,33,6,2,0,0,0,0,7,1
54,1,2,Graduate,Married,34916.0,Laptop,1,26,3,5,0,1,4,5,5,0
25,1,0,Undergraduate,Single,28990.0,Laptop,1,19,3,9,5,0,3,2,8,0
44,0,1,Graduate,Married,22775.0,Tablet,2,18,3,1,0,7,2,0,4,0
19,1,0,Undergraduate,Single,14174.0,Laptop,0,27,3,2,6,4,1,2,10,0
50,0,1,Master,Married,76234.0,Tablet,1,28,4,8,1,4,4,1,6,0
45,0,1,Graduate,Married,42014.0,Phone,1,31,4,7,2,3,1,4,0,1
28,1,1,Graduate,Married,56099.0,Tablet,2,22,2,1,4,0,4,0,2,0
49,0,1,Graduate,Married,49094.0,Phone,0,16,3,6,4,0,3,2,2,0
59,1,1,PhD,Widow,52278.0,Laptop,0,40,7,10,5,4,1,1,5,1
16,1,0,Undergraduate,Single,17636.0,Phone,2,41,4,17,8,2,3,7,3,1
74,0,0,PhD,Widow,82032.0,Laptop,2,28,3,4,1,0,1,7,0,0
43,1,0,Graduate,Married,75507.0,Computer,2,16,3,8,1,7,3,0,4,0
71,1,2,Master,Married,59385.0,Tablet,1,22,2,3,3,3,0,4,11,0
38,1,1,PhD,Single,42710.0,Computer,0,11,1,4,3,2,2,7,3,0
29,0,2,Graduate,Married,50773.0,Computer,2,19,1,10,2,9,0,0,16,0
50,0,0,Basic,Married,14188.0,Computer,0,7,1,2,0,2,2,3,12,0
39,1,1,Master,Married,27100.0,Computer,2,23,5,1,2,7,6,5,1,0
39,1,0,Graduate,Married,76630.0,Computer,2,9,1,3,7,3,4,1,3,0
52,0,3,Graduate,Married,74854.0,Phone,0,20,3,2,5,8,4,1,2,0
52,0,0,2ndCycle,Married,15315.0,Tablet,1,26,3,2,1,2,0,3,1,0
20,1,0,Undergraduate,Single,12799.0,Laptop,0,15,2,23,1,2,6,2,0,0
32,1,0,Graduate,Single,64509.0,Phone,2,22,5,6,6,4,3,0,16,1
26,0,0,Graduate,Single,53536.0,Laptop,1,30,4,11,7,2,3,7,2,1
19,1,0,Undergraduate,Single,22149.0,Phone,1,4,1,22,0,4,0,3,0,0
58,1,1,Graduate,Single,45989.0,Laptop,0,3,2,3,4,5,0,1,7,0
42,1,1,PhD,Married,43974.0,Tablet,0,21,2,6,3,3,3,2,5,0
64,0,0,Graduate,Married,46610.0,Laptop,0,6,2,6,5,0,2,4,0,0
30,1,0,Graduate,Single,53138.0,Computer,1,8,2,17,4,3,1,3,2,0
53,1,1,PhD,Divorced,58086.0,Computer,1,20,4,11,0,8,2,3,4,0
50,0,0,Graduate,Married,84906.0,Phone,0,23,5,5,0,6,3,1,13,0
57,0,1,Graduate,Married,47009.0,Laptop,1,20,5,3,0,2,1,6,7,0
50,0,1,PhD,Married,62010.0,Tablet,1,23,2,6,1,1,5,2,16,0
49,0,2,PhD,Divorced,35860.0,Phone,2,11,2,1,1,6,4,5,1,1
59,1,1,PhD,Divorced,48799.0,Phone,0,3,1,3,2,6,0,2,5,0
50,1,1,Master,Married,35641.0,Tablet,1,22,2,3,5,2,1,3,2,1
22,1,0,Undergraduate,Single,5667.0,Tablet,2,21,5,7,2,5,3,3,0,1
57,1,1,2ndCycle,Married,46891.0,Tablet,2,30,2,2,3,1,2,2,2,0
36,0,1,Master,Married,28072.0,Phone,0,20,2,1,1,5,2,1,4,0
47,1,1,Graduate,Single,33249.0,Computer,0,30,3,2,0,1,2,0,4,0
69,0,2,Graduate,Married,34587.0,Computer,2,7,1,1,4,0,4,0,4,0
51,0,0,Graduate,Single,31632.0,Laptop,0,17,1,2,1,1,6,3,2,0
58,1,1,Graduate,Married,68142.0,Computer,2,14,3,10,1,5,1,4,6,0
61,0,2,Master,Married,74881.0,Computer,1,30,2,9,0,5,1,4,10,0
64,1,1,Graduate,Divorced,78331.0,Tablet,0,19,3,10,8,2,1,2,1,0
57,1,1,2ndCycle,Married,46891.0,Tablet,0,3,2,2,0,0,0,4,6,0
60,1,1,Graduate,Married,75072.0,Laptop,0,15,2,5,6,1,3,3,3,0
49,1,1,Graduate,Married,37971.0,Tablet,1,13,2,1,2,3,7,0,1,0
56,1,2,Graduate,Married,54198.0,Computer,1,24,5,3,1,6,1,0,4,0
37,1,1,Graduate,Married,19986.0,Computer,1,30,3,0,6,1,5,3,0,0
47,1,1,Master,Married,34176.0,Phone,1,3,1,1,7,3,5,6,1,0
52,0,2,PhD,Married,38853.0,Laptop,1,7,2,2,0,1,3,6,5,0
61,0,2,PhD,Married,32583.0,Phone,1,7,2,1,4,1,1,1,1,0
40,0,1,2ndCycle,Married,58582.0,Computer,0,8,1,9,3,4,5,1,10,0
37,1,0,Graduate,Single,70596.0,Phone,0,26,5,3,5,3,2,6,3,0
17,1,0,Undergraduate,Single,17158.0,Laptop,1,16,2,25,0,2,1,2,4,1
55,1,1,Master,Single,32557.0,Tablet,2,34,4,2,6,3,14,0,16,1
38,0,1,Graduate,Single,36108.0,Laptop,0,10,2,7,2,4,0,3,5,0
48,1,1,PhD,Married,30351.0,Phone,1,33,3,3,6,2,5,2,4,1
30,1,0,Graduate,Single,51619.0,Phone,1,14,4,8,5,2,5,3,8,1
38,1,1,2ndCycle,Married,14796.0,Phone,2,12,2,1,5,1,12,1,1,1
68,1,0,Graduate,Single,22507.0,Computer,0,12,2,10,1,6,4,4,0,0
75,0,0,Graduate,Married,27469.0,Computer,0,15,3,0,6,3,3,5,5,0
44,1,1,2ndCycle,Married,38702.0,Computer,2,11,2,3,3,1,0,6,3,0
62,0,0,Master,Married,89058.0,Tablet,2,21,3,5,4,2,5,4,11,0
56,1,2,Graduate,Single,43602.0,Tablet,0,16,3,3,4,4,2,0,2,0
25,1,0,Undergraduate,Single,27242.0,Phone,1,3,2,2,1,1,1,5,0,0
31,1,1,Basic,Single,26868.0,Computer,0,24,5,1,4,3,6,2,1,0
21,0,0,Undergraduate,Single,13743.0,Tablet,2,28,3,10,2,1,0,0,0,1
38,1,1,Graduate,Married,35196.0,Computer,2,10,3,6,3,2,4,2,5,0
64,1,1,PhD,Divorced,32173.0,Computer,2,3,1,1,1,5,2,4,7,0
60,1,1,PhD,Single,52597.0,Phone,2,14,2,6,0,2,6,2,2,0
49,0,1,Graduate,Divorced,78901.0,Computer,2,13,3,9,3,6,6,1,8,0
40,1,1,Basic,Single,24367.0,Computer,1,26,3,1,3,4,3,4,2,0
53,1,1,Master,Married,66476.0,Phone,0,27,5,6,7,2,8,0,1,0
34,0,0,Graduate,Married,84219.0,Laptop,0,11,4,3,8,2,1,7,15,0
30,1,0,Graduate,Single,40635.0,Phone,0,30,2,26,7,0,0,1,0,0
21,0,0,Undergraduate,Single,9835.0,Laptop,1,46,6,20,2,0,1,2,3,1
32,1,0,Graduate,Married,18222.0,Computer,1,22,5,2,1,1,0,6,7,0
54,0,1,Master,Divorced,63841.0,Laptop,0,5,1,9,5,1,0,5,10,0
31,1,0,Graduate,Single,8028.0,Laptop,0,5,1,0,7,2,3,0,11,0
54,0,0,Graduate,Married,64590.0,Computer,1,12,1,9,6,5,7,0,3,0
61,1,1,PhD,Divorced,54959.0,Phone,2,8,1,9,6,8,3,2,13,1
41,0,2,2ndCycle,Married,51111.0,Computer,2,18,4,2,0,3,2,1,8,0
37,1,0,Graduate,Single,70596.0,Phone,2,8,2,3,1,1,0,7,1,0
21,0,0,Undergraduate,Single,28484.0,Phone,1,37,6,1,4,1,11,4,13,1
71,0,3,Master,Single,58217.0,Tablet,1,6,2,2,2,0,0,1,3,0
54,1,1,Master,Divorced,23748.0,Computer,0,25,5,2,6,3,2,2,6,0
59,0,0,Graduate,Single,30983.0,Phone,1,38,5,4,9,11,2,4,1,1
17,1,0,Undergraduate,Single,9927.0,Computer,1,16,4,26,8,4,6,2,7,0
20,1,0,Undergraduate,Single,15850.0,Computer,1,6,2,16,4,4,2,3,9,1
55,0,1,Graduate,Divorced,70647.0,Computer,0,12,2,4,4,4,1,0,1,0
72,1,2,PhD,Married,5648.0,Computer,1,19,2,1,1,9,2,0,1,0
28,1,1,Graduate,Married,51039.0,Tablet,2,28,3,3,1,8,1,1,3,0
46,1,0,Master,Married,21024.0,Laptop,1,30,3,2,3,4,1,2,6,0
40,1,1,2ndCycle,Single,23616.0,Phone,0,40,7,3,1,0,12,3,0,1
56,0,1,Graduate,Married,61286.0,Laptop,2,18,1,7,2,5,3,5,8,0
26,0,2,Graduate,Married,57055.0,Tablet,1,15,2,19,2,2,7,0,3,1
68,1,2,Graduate,Married,36807.0,Laptop,0,14,4,1,1,8,5,0,9,0
66,1,1,Graduate,Married,67131.0,Computer,2,20,2,9,1,3,3,4,0,0
46,0,1,Basic,Divorced,9548.0,Tablet,0,6,2,1,3,1,1,4,8,0
42,1,1,Graduate,Married,34968.0,Laptop,0,12,2,3,0,1,0,1,2,0
57,0,3,Master,Married,56962.0,Laptop,0,20,2,6,2,4,5,7,1,0
57,1,2,Graduate,Married,44300.0,Laptop,0,22,3,1,3,1,0,1,6,0
59,0,2,PhD,Married,53378.0,Phone,0,26,4,9,1,6,4,1,2,1
52,1,1,Master,Married,44511.0,Computer,0,14,2,8,2,6,1,1,4,0
23,0,0,Undergraduate,Single,10869.0,Phone,2,5,2,13,2,1,4,2,11,0
17,0,0,Undergraduate,Single,26360.0,Tablet,1,12,4,3,0,3,2,5,4,1
52,1,1,Graduate,Single,76467.0,Laptop,0,17,3,2,2,3,0,3,1,1
44,1,1,Graduate,Married,22775.0,Tablet,2,8,2,1,0,1,1,1,4,0
70,0,1,Graduate,Divorced,49638.0,Laptop,1,28,5,1,1,3,1,3,14,0
68,0,1,Graduate,Divorced,72071.0,Tablet,0,27,5,5,2,1,2,2,6,0
68,1,1,Graduate,Married,53103.0,Computer,2,23,3,10,3,3,5,6,8,0
58,0,2,2ndCycle,Divorced,41713.0,Computer,1,13,4,3,0,8,4,2,1,0
64,1,1,PhD,Single,79761.0,Tablet,1,17,1,5,4,7,2,0,4,0
39,0,0,PhD,Divorced,90687.0,Phone,0,21,2,6,1,0,4,3,3,1
53,1,1,PhD,Married,54132.0,Laptop,1,27,5,1,1,6,1,4,4,0
49,0,1,Graduate,Married,26228.0,Phone,0,25,2,1,0,0,4,1,0,0
44,1,2,Graduate,Married,41580.0,Laptop,1,24,5,2,4,3,2,6,3,0
24,1,0,Undergraduate,Single,22115.0,Phone,0,6,1,5,0,0,2,6,6,1
29,0,2,Graduate,Married,47691.0,Computer,1,7,1,8,4,0,3,1,1,0
54,0,2,Graduate,Divorced,36997.0,Computer,2,21,3,2,8,2,1,3,3,0
74,0,2,PhD,Married,34469.0,Computer,2,24,5,1,4,3,2,3,6,0
44,0,3,2ndCycle,Single,52195.0,Laptop,2,24,2,1,2,0,2,0,0,0
38,0,0,2ndCycle,Married,32414.0,Phone,2,25,3,1,4,5,0,8,6,0
50,1,1,Graduate,Married,64474.0,Computer,2,15,1,8,2,0,1,2,0,0
64,1,1,Graduate,Divorced,79803.0,Computer,1,20,4,4,2,3,3,3,6,0
40,1,0,Graduate,Single,68627.0,Computer,0,23,3,2,1,3,3,1,3,0
56,1,0,Graduate,Widow,27038.0,Phone,0,27,4,3,4,2,1,3,9,1
43,0,1,Master,Married,62499.0,Computer,1,5,2,3,3,0,0,2,1,0
45,1,1,PhD,Married,61996.0,Phone,1,12,2,6,4,3,5,6,11,1
56,0,0,Graduate,Single,33279.0,Tablet,1,15,1,0,1,2,2,6,11,0
35,0,0,Master,Divorced,61787.0,Laptop,2,4,2,8,8,3,0,1,5,0
68,0,0,Graduate,Married,62820.0,Laptop,0,25,2,3,8,2,1,1,0,0
71,1,0,2ndCycle,Married,78497.0,Computer,2,22,5,5,3,3,0,1,1,0
48,1,2,Graduate,Married,45837.0,Laptop,2,30,2,6,9,2,2,6,2,0
33,0,1,Graduate,Single,30279.0,Computer,0,17,4,1,1,3,5,0,7,0
68,0,2,PhD,Married,52869.0,Phone,0,27,2,3,6,4,5,2,7,1
66,0,1,Master,Single,55284.0,Computer,2,27,2,7,1,1,2,1,1,0
75,0,1,PhD,Widow,25358.0,Laptop,0,24,5,1,7,1,6,0,3,0
43,1,1,Master,Married,45057.0,Phone,1,12,1,2,1,2,1,1,4,0
39,1,1,Master,Single,31788.0,Tablet,2,9,2,3,4,1,6,0,11,0
64,1,1,Graduate,Married,61074.0,Computer,2,30,5,11,4,2,4,2,4,0
50,1,0,Graduate,Single,31907.0,Computer,0,19,4,6,4,1,1,2,12,0
20,1,0,Undergraduate,Single,24553.0,Phone,2,16,3,6,2,0,8,6,4,0
53,1,2,Master,Married,50943.0,Computer,1,18,1,4,6,0,0,1,7,0
53,0,0,Graduate,Married,68695.0,Computer,0,12,1,4,0,4,2,2,12,0
44,0,1,Graduate,Divorced,63693.0,Computer,2,7,2,11,1,2,1,5,2,0
48,0,1,PhD,Married,37087.0,Tablet,0,8,1,4,2,4,0,2,0,0
62,0,1,Master,Married,54197.0,Computer,2,21,4,1,0,3,0,0,1,0
28,0,1,Graduate,Married,41947.0,Phone,2,50,7,20,3,6,6,5,8,1
48,0,2,Master,Married,46014.0,Tablet,1,7,1,7,2,6,3,0,10,0
44,0,2,Graduate,Married,51267.0,Computer,0,30,4,3,4,0,2,4,14,0
36,1,1,PhD,Single,29999.0,Computer,0,21,4,3,1,3,3,3,5,0
42,1,1,2ndCycle,Married,14515.0,Tablet,0,11,1,2,4,4,0,4,8,1
32,0,1,Basic,Single,16185.0,Computer,2,4,1,2,0,3,5,2,1,0
46,0,1,PhD,Married,51650.0,Computer,2,11,4,4,3,0,0,2,7,0
30,1,2,Graduate,Married,53944.0,Laptop,1,5,1,3,3,2,5,5,1,0
50,0,1,PhD,Married,55212.0,Tablet,0,10,3,1,5,7,6,2,0,0
17,1,0,Undergraduate,Single,29617.0,Laptop,1,18,1,3,10,7,3,4,0,0
22,1,0,Undergraduate,Single,21108.0,Phone,0,28,3,9,0,7,1,1,4,0
36,1,1,Basic,Married,20425.0,Laptop,0,18,2,2,0,2,1,7,6,0
63,0,1,Master,Married,77520.0,Tablet,0,29,3,8,0,3,2,4,7,1
48,0,1,PhD,Single,39190.0,Tablet,2,3,1,2,2,3,3,0,10,0
19,1,0,Undergraduate,Single,28172.0,Phone,1,30,3,10,0,3,8,6,1,0
51,0,1,Graduate,Married,66303.0,Tablet,0,21,5,3,4,0,5,0,2,0
38,1,0,PhD,Married,73356.0,Phone,1,41,3,5,0,1,7,4,4,1
63,1,1,Graduate,Divorced,61250.0,Tablet,0,27,4,5,0,0,0,0,5,0
55,0,2,Graduate,Married,32474.0,Computer,0,13,1,1,5,6,1,2,4,0
38,0,1,PhD,Married,18988.0,Computer,1,30,3,1,3,2,3,4,11,0
65,0,2,Graduate,Married,26091.0,Tablet,0,22,4,2,0,0,5,8,7,0
21,0,0,Undergraduate,Single,27964.0,Phone,2,42,4,15,2,4,0,2,5,1
67,1,0,Master,Divorced,70638.0,Laptop,2,23,3,4,2,0,2,3,13,0
39,1,1,Graduate,Married,43776.0,Computer,0,12,3,1,4,1,2,3,1,0
46,0,0,Master,Single,70893.0,Laptop,2,22,2,6,0,2,1,1,8,0
24,0,0,Undergraduate,Single,22124.0,Tablet,1,49,4,9,5,2,1,7,9,1
35,0,0,PhD,Single,74004.0,Phone,0,31,6,4,3,2,9,1,8,1
64,0,2,Graduate,Married,51747.0,Laptop,0,22,5,1,2,5,6,0,1,0
50,0,1,Graduate,Married,74716.0,Laptop,0,22,2,7,3,4,5,3,2,0
49,0,1,PhD,Married,32644.0,Computer,2,14,1,7,4,3,3,0,8,0
38,0,1,Graduate,Married,35196.0,Tablet,2,16,2,6,0,2,4,4,0,1
46,1,0,Master,Single,72309.0,Phone,0,45,7,5,3,4,0,3,0,1
45,0,0,PhD,Married,28973.0,Tablet,1,9,2,5,5,3,5,1,4,0
69,0,1,Master,Married,65569.0,Computer,2,18,1,6,2,6,2,1,0,0
51,1,1,Graduate,Single,22804.0,Computer,2,24,5,2,0,2,5,2,3,0
36,1,0,PhD,Married,82333.0,Phone,1,38,5,4,2,5,6,4,2,1
48,0,1,PhD,Married,34596.0,Phone,2,40,4,1,6,8,8,0,5,1
52,0,0,Graduate,Married,70617.0,Tablet,1,6,1,3,0,1,4,4,1,0
67,0,2,Graduate,Divorced,37244.0,Phone,1,13,1,1,3,6,2,5,1,0
44,0,1,2ndCycle,Married,47025.0,Laptop,0,21,2,11,3,2,0,3,3,0
70,1,2,2ndCycle,Single,64831.0,Computer,0,13,3,6,1,5,1,5,9,0
71,0,1,Graduate,Widow,67046.0,Computer,1,27,5,4,4,4,3,3,13,0
61,1,0,Graduate,Married,79410.0,Tablet,0,16,3,3,4,3,4,0,2,0
21,0,0,Undergraduate,Single,6445.0,Tablet,1,33,4,1,5,8,2,7,2,1
72,1,0,PhD,Widow,76842.0,Computer,1,17,3,1,0,8,1,1,14,0
28,1,1,Graduate,Married,52834.0,Phone,1,6,1,19,2,1,1,0,15,1
68,0,1,Master,Married,36634.0,Computer,1,29,5,5,0,2,4,0,3,0
45,0,2,Master,Married,57954.0,Computer,1,6,2,8,3,3,1,0,5,0
72,1,2,Master,Divorced,38054.0,Phone,2,20,5,2,2,2,2,2,3,0
67,0,0,Graduate,Married,76005.0,Phone,0,30,2,3,2,1,1,3,9,0
52,1,0,Graduate,Single,61209.0,Computer,0,16,2,5,3,5,1,2,8,0
57,0,1,Master,Married,74806.0,Laptop,1,29,3,5,2,0,0,0,1,0
57,0,0,Graduate,Single,66294.0,Tablet,2,4,1,4,1,1,2,7,1,0
53,1,2,PhD,Married,33581.0,Computer,2,17,3,1,1,1,1,0,11,0
60,0,0,PhD,Widow,71670.0,Computer,0,18,1,5,0,0,4,5,2,1
25,1,0,Undergraduate,Single,9985.0,Tablet,1,15,4,20,3,7,4,2,3,0
65,0,1,Graduate,Widow,65486.0,Computer,0,24,3,4,4,5,0,6,1,0
44,1,0,2ndCycle,Married,46805.0,Computer,0,27,2,0,3,1,5,4,11,0
70,0,1,2ndCycle,Married,57247.0,Phone,0,24,2,2,6,2,6,2,12,0
52,0,0,PhD,Married,80336.0,Phone,0,4,1,2,7,3,1,1,11,0
39,1,1,Graduate,Single,39062.0,Computer,1,18,3,1,1,4,3,5,0,0
61,1,0,Graduate,Married,88347.0,Tablet,2,7,1,4,7,5,4,2,6,0
21,0,0,Undergraduate,Single,5059.0,Laptop,0,15,4,9,6,3,4,8,6,0
49,1,2,PhD,Single,54466.0,Phone,1,25,5,1,0,2,3,0,3,0
57,1,2,Graduate,Married,33456.0,Laptop,1,25,4,1,0,0,3,3,3,0
67,0,0,Graduate,Single,72906.0,Computer,0,28,5,3,0,1,6,0,8,0
57,0,2,Master,Married,65735.0,Computer,2,26,4,6,3,5,1,2,6,0
67,0,0,Graduate,Married,74268.0,Laptop,0,11,2,4,2,2,1,1,8,0
39,0,1,Graduate,Married,25271.0,Computer,0,16,3,1,2,0,4,8,3,0
28,0,1,Graduate,Married,48932.0,Laptop,0,27,4,27,9,5,0,0,5,0
55,0,2,2ndCycle,Married,67309.0,Computer,2,4,2,9,4,4,5,5,12,0
27,1,1,Graduate,Married,53859.0,Phone,2,10,1,11,1,3,1,4,5,1
74,0,0,Graduate,Married,51315.0,Computer,0,21,4,2,0,8,2,2,8,0
59,1,2,PhD,Single,48918.0,Tablet,1,5,2,1,2,0,4,3,4,0
55,1,2,Graduate,Married,75702.0,Tablet,2,20,3,4,5,2,3,2,3,0
37,0,1,PhD,Married,33454.0,Tablet,1,22,3,4,4,1,8,0,2,0
41,0,2,2ndCycle,Married,56337.0,Laptop,0,26,3,8,0,2,3,2,2,1
53,1,1,Graduate,Married,21918.0,Laptop,0,8,2,2,5,4,4,4,2,0
61,0,0,Graduate,Married,64260.0,Phone,2,29,5,4,5,3,4,10,6,1
64,1,0,Graduate,Married,48192.0,Phone,1,39,3,2,0,3,0,5,15,1
70,1,1,PhD,Married,61010.0,Tablet,0,9,2,8,0,3,2,1,6,0
63,0,0,Graduate,Married,24221.0,Computer,1,19,3,1,1,2,6,2,3,0
38,1,1,Graduate,Married,27255.0,Computer,2,23,4,1,5,0,1,1,3,0
32,1,0,Graduate,Married,18929.0,Computer,0,19,4,1,2,2,0,1,3,0
39,1,1,Graduate,Married,36075.0,Tablet,1,22,5,2,5,4,0,2,1,0
30,1,1,Graduate,Married,59520.0,Phone,2,41,7,13,7,6,9,6,6,1
31,0,0,Graduate,Single,86037.0,Phone,0,38,2,6,3,0,0,1,14,1
23,1,0,Undergraduate,Single,6712.0,Tablet,0,15,2,13,3,1,4,2,5,1
52,1,3,Graduate,Single,83273.0,Tablet,1,13,4,4,5,6,2,1,8,0
58,1,1,Master,Single,58308.0,Computer,1,13,1,2,4,0,0,3,3,0
49,1,1,Master,Married,38961.0,Tablet,0,23,5,2,6,1,1,6,2,0
56,1,2,Graduate,Married,37758.0,Laptop,2,27,5,1,0,5,1,7,7,0
45,1,0,2ndCycle,Married,20981.0,Tablet,2,21,3,3,0,0,0,2,10,1
54,0,2,Graduate,Married,51287.0,Laptop,0,29,5,4,4,3,0,5,5,0
32,1,1,2ndCycle,Single,51250.0,Computer,1,26,3,10,0,6,2,5,0,0
73,1,1,Graduate,Divorced,49160.0,Computer,1,8,1,3,5,2,3,3,13,0
47,1,1,2ndCycle,Single,49514.0,Laptop,1,21,5,6,1,3,1,1,1,0
72,0,2,PhD,Widow,56551.0,Phone,0,7,1,2,0,2,6,2,3,0
70,0,1,PhD,Married,77610.0,Computer,2,7,2,4,2,8,3,2,0,0
63,0,1,Graduate,Widow,76320.0,Computer,2,25,2,6,2,2,6,0,4,0
55,1,2,2ndCycle,Married,47821.0,Tablet,1,22,2,1,2,7,1,1,8,0
19,0,0,Undergraduate,Single,15980.0,Phone,1,5,2,18,9,3,4,4,0,0
72,0,1,Graduate,Married,59462.0,Computer,0,7,1,9,2,1,0,1,2,0
19,1,0,Undergraduate,Single,16513.0,Computer,0,4,1,10,1,5,5,5,15,0
22,0,0,Undergraduate,Single,20732.0,Phone,0,45,3,10,11,7,0,5,10,1
40,0,1,Graduate,Single,39660.0,Laptop,2,30,5,7,3,5,4,1,7,1
55,1,0,Graduate,Married,66825.0,Computer,1,18,2,4,8,6,0,2,3,0
