ID,Age,Gender,ChildrenHome,Education,Marital_Status,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
958,55,0,2,PhD,Together,56575,Tablet,0,26,5,7,2,2,6,7,5,0
959,43,1,2,Basic,Single,16014,Laptop,0,13,2,1,4,6,1,0,0,0
960,64,1,2,Master,Alone,61331,Laptop,0,28,3,11,1,8,4,0,9,0
961,46,0,0,Master,Single,70893,Laptop,2,22,2,6,0,2,1,1,8,0
962,43,0,1,Graduation,Married,2447,Laptop,1,27,2,0,1,2,4,5,3,0
963,65,0,0,Graduation,Single,64849,Phone,0,14,4,9,1,6,1,1,8,1
964,33,0,1,Graduation,Married,42387,Laptop,2,18,3,8,0,5,0,5,2,0
965,27,1,0,2n Cycle,Single,80617,Laptop,2,14,1,4,1,1,2,2,1,0
966,37,0,1,Graduation,Together,54006,Laptop,1,20,5,8,2,7,1,4,2,0
967,44,1,1,Graduation,Together,16531,Computer,0,17,4,3,2,4,2,8,10,0
968,56,1,2,PhD,Together,30843,Computer,2,20,4,1,4,0,5,8,0,0
969,38,0,1,PhD,Married,18988,Computer,1,30,3,1,3,2,3,4,11,0
970,57,1,0,PhD,Married,81051,Computer,0,15,2,5,3,1,0,8,1,0
971,34,1,1,Graduation,Single,39747,Laptop,1,6,1,5,1,2,4,2,4,0
972,63,1,1,PhD,Single,34554,Laptop,1,29,2,2,4,6,1,3,1,0
973,63,0,2,PhD,Married,52854,Laptop,1,6,2,2,7,2,2,8,5,0
974,52,0,0,Graduation,Together,81205,Phone,1,15,3,5,10,7,4,2,5,1
975,52,0,1,PhD,Married,69084,Laptop,2,24,3,7,1,0,1,3,10,0
976,52,1,1,PhD,Married,69084,Laptop,1,3,2,7,6,3,4,0,2,0
977,48,0,1,PhD,Married,65352,Laptop,0,8,1,4,2,5,0,3,8,0
978,50,1,1,Graduation,Married,22063,Laptop,2,9,2,2,3,0,1,4,12,0
979,43,1,1,Graduation,Single,47691,Tablet,0,14,4,1,0,3,5,2,3,0
980,54,0,1,PhD,Married,29187,Computer,2,16,3,1,0,2,2,0,9,0
981,50,1,1,Graduation,Single,72504,Laptop,2,16,2,5,2,0,5,0,0,0
982,52,1,1,Graduation,Divorced,33986,Laptop,1,6,1,1,8,2,3,7,2,0
983,36,1,1,Master,Together,42386,Laptop,2,3,2,3,2,8,6,0,10,0
984,36,1,1,Master,Together,42386,Computer,2,13,3,3,0,1,2,3,5,0
985,69,1,2,PhD,Divorced,36957,Laptop,2,36,5,3,6,2,4,0,2,1
986,34,1,1,Basic,Together,13724,Computer,2,28,2,2,6,0,0,1,3,0
987,55,0,1,Graduation,Married,42664,Computer,2,8,1,1,2,2,3,1,5,0
988,64,0,2,PhD,Together,37334,Laptop,1,14,2,3,3,2,0,7,6,0
989,71,1,0,2n Cycle,Married,78497,Computer,0,11,4,5,3,2,2,4,3,0
990,71,1,0,2n Cycle,Married,78497,Computer,2,22,5,5,3,3,0,1,1,0
991,66,1,1,2n Cycle,Together,58821,Laptop,0,13,4,9,4,5,4,3,2,0
992,69,1,0,Graduation,Together,58398,Computer,0,30,5,5,8,3,1,1,14,0
993,61,1,0,Master,Married,80950,Computer,0,28,3,6,2,3,3,1,3,0
994,42,1,1,PhD,Married,30732,Computer,1,13,4,4,2,0,3,2,6,0
995,56,1,0,2n Cycle,Single,89572,Laptop,1,16,3,7,10,1,5,3,2,1
996,54,1,1,Graduation,Single,57107,Laptop,1,20,2,4,5,2,6,4,2,1
997,52,1,1,Graduation,Single,76467,Laptop,0,17,3,2,2,3,0,3,1,1
998,65,1,2,Graduation,Single,,Phone,2,25,3,1,5,0,3,3,0,0
999,74,0,0,Graduation,Together,51315,Computer,0,21,4,2,0,8,2,2,8,0
1000,56,1,2,Graduation,Single,43602,Tablet,0,16,3,3,4,4,2,0,2,0
1001,44,1,2,Graduation,Single,38643,Computer,1,19,3,2,1,8,3,1,8,0
1002,71,1,1,Graduation,Single,49090,Tablet,2,18,4,7,2,1,2,5,10,0
1003,52,0,0,Graduation,Married,70617,Tablet,1,6,1,3,0,1,4,4,1,0
1004,52,1,1,PhD,Married,67536,Tablet,1,11,4,11,1,0,3,1,7,0
1005,47,0,1,Graduation,Married,27573,Tablet,1,28,2,5,2,3,0,0,0,0
1006,43,1,1,2n Cycle,Divorced,13533,Computer,1,24,5,2,0,1,0,5,11,0
1007,69,0,1,Graduation,Married,50725,Laptop,2,27,3,8,1,8,0,1,3,0
1008,44,0,1,Graduation,Together,25851,Laptop,1,6,1,2,1,0,1,3,10,0
1009,44,1,2,Graduation,Married,57113,Laptop,0,28,2,4,1,1,0,5,8,0
1010,77,0,0,Master,Together,62847,Laptop,1,10,1,3,3,0,1,0,11,0
1011,40,1,0,Graduation,Single,68627,Computer,0,23,3,2,1,3,3,1,3,0
1012,39,0,1,Graduation,Married,25271,Computer,0,16,3,1,2,0,4,8,3,0
1013,56,0,1,Graduation,Single,63810,Tablet,0,6,1,4,0,1,2,5,0,0
1014,56,1,1,Graduation,Single,63810,Computer,2,29,2,4,8,1,0,2,3,0
1015,64,1,0,PhD,Together,65488,Computer,0,5,1,3,2,2,3,0,3,0
1016,67,1,2,Master,Single,36927,Computer,2,30,6,3,0,0,0,3,13,0
1017,45,0,2,Graduation,Married,22108,Tablet,2,18,2,2,3,1,0,6,3,0
1018,73,1,0,Graduation,Married,72025,Phone,1,23,2,4,6,0,2,2,15,1
1019,47,0,1,Graduation,Married,33183,Computer,1,23,5,4,1,3,0,4,13,0
1020,40,0,1,Master,Together,23661,Computer,0,10,2,1,5,6,0,5,6,0
1021,45,0,1,2n Cycle,Together,25315,Computer,0,17,2,3,1,0,0,1,3,0
1022,61,0,0,Graduation,Single,45938,Tablet,1,13,1,8,2,6,0,4,2,0
1023,34,1,0,Graduation,Single,66951,Computer,0,10,4,3,1,4,0,4,11,0
1024,43,0,1,Graduation,Together,77298,Computer,0,17,4,6,3,0,1,2,1,0
1025,43,1,1,Graduation,Together,77298,Laptop,2,5,2,6,5,2,3,2,10,0
1026,48,0,1,Master,Together,43018,Laptop,2,17,4,2,1,5,1,3,5,0
1027,53,1,0,Graduation,Married,75759,Tablet,1,29,2,9,2,0,1,0,2,1
1028,33,0,0,PhD,Single,33996,Computer,2,27,2,1,1,0,3,5,0,0
1029,33,0,0,PhD,Single,33996,Computer,1,21,4,1,9,4,3,4,3,0
1030,52,1,1,Graduation,Divorced,54137,Laptop,1,17,4,4,1,1,4,3,7,0
1031,55,0,1,Graduation,Married,61223,Laptop,2,28,3,9,5,7,2,2,3,0
1032,54,1,2,PhD,Divorced,69674,Laptop,2,27,3,10,1,8,0,8,0,0
1033,50,0,1,Master,Single,49494,Laptop,1,12,1,6,5,2,4,2,0,0
1034,60,0,2,Graduation,Together,51195,Laptop,0,23,3,9,3,2,3,1,7,0
1035,47,1,2,2n Cycle,Married,37284,Computer,1,11,3,0,9,2,6,1,13,0
1036,47,1,2,2n Cycle,Married,37284,Computer,2,3,2,0,3,0,2,3,16,0
1037,44,0,1,Graduation,Together,42011,Tablet,2,3,2,3,1,5,4,3,6,0
1038,68,1,1,Graduation,Divorced,70044,Tablet,2,11,2,7,7,1,0,6,6,0
1039,50,1,1,Graduation,Together,46053,Tablet,1,30,5,3,0,3,0,2,4,0
1040,41,0,1,Basic,Married,24480,Tablet,1,26,3,3,1,3,4,0,2,0
1041,45,0,1,Graduation,Married,54233,Computer,1,23,2,11,4,3,3,3,2,0
1042,68,0,1,Graduation,Single,36130,Phone,1,36,4,3,0,6,8,3,0,1
1043,47,0,1,PhD,Together,56559,Laptop,1,18,3,4,1,1,3,1,4,0
1044,30,0,0,Master,Single,92859,Laptop,2,24,5,5,0,3,2,0,8,0
1045,42,0,1,Graduation,Together,44010,Laptop,0,14,3,10,3,8,7,3,1,0
1046,59,0,0,Graduation,Married,80124,Tablet,1,10,2,3,3,3,3,1,9,0
1047,59,1,0,Graduation,Married,80124,Phone,0,7,1,3,2,2,4,6,9,0
1048,42,0,2,Graduation,Married,50183,Tablet,0,23,3,3,4,4,5,3,1,0
1049,51,0,1,Graduation,Married,64722,Tablet,1,7,1,8,1,9,0,6,2,0
1050,46,1,1,PhD,Together,37395,Laptop,0,25,5,1,1,1,2,0,9,0
1051,54,0,2,Master,Married,29543,Laptop,0,22,3,3,2,0,2,1,0,0
1052,54,1,2,Graduation,Married,19514,Phone,0,45,7,3,9,4,5,1,1,1
1053,54,1,2,Graduation,Married,19514,Computer,0,29,2,3,1,3,0,1,2,0
1054,47,1,1,Graduation,Together,59481,Computer,2,30,3,3,1,6,6,3,8,0
1055,75,0,0,Master,Single,91712,Phone,2,18,1,9,2,5,10,5,4,1
1056,47,1,0,Graduation,Together,80144,Computer,0,28,3,3,8,0,1,1,7,0
1057,50,0,0,PhD,Married,59973,Phone,2,6,1,3,0,4,5,1,5,0
1058,48,1,1,PhD,Single,68352,Tablet,1,4,1,8,3,3,1,1,0,0
1059,47,0,0,Master,Single,81169,Phone,0,15,1,5,3,3,6,2,1,0
1060,47,1,1,Graduation,Married,61456,Phone,2,27,4,6,0,0,6,2,1,0
1061,56,0,0,Basic,Together,22634,Computer,2,30,5,2,7,2,0,0,3,0
1062,56,1,0,Basic,Together,22634,Computer,1,18,4,2,0,1,0,5,3,0
1063,47,1,1,Graduation,Married,23957,Phone,0,47,7,2,2,2,2,3,1,1
1064,49,1,1,Graduation,Married,33471,Computer,0,18,4,3,3,0,7,1,7,0
1065,72,0,1,PhD,Together,52157,Phone,2,4,1,3,3,7,0,2,4,0
1066,37,0,0,PhD,Single,30298,Phone,2,29,2,1,2,1,2,3,8,0
1067,72,0,2,PhD,Widow,56551,Phone,0,7,1,2,0,2,6,2,3,0
1068,72,0,2,PhD,Widow,56551,Tablet,1,18,1,2,1,6,3,5,2,0
1069,65,0,0,Master,Absurd,65487,Tablet,1,21,3,3,7,3,0,1,10,0
1070,65,0,0,Master,Together,65487,Tablet,0,16,2,3,2,2,0,3,3,0
1071,70,0,2,Graduation,Single,44213,Phone,2,4,1,2,5,2,0,5,4,0
1072,48,1,1,PhD,Married,40344,Phone,0,3,2,4,0,2,4,2,7,0
1073,44,1,1,Graduation,Together,57867,Laptop,0,26,2,7,4,2,3,7,1,0
1074,49,0,1,Graduation,Married,25410,Laptop,0,22,5,1,4,5,1,4,0,0
1075,52,1,2,Graduation,Married,13260,Computer,2,8,1,3,3,0,3,0,2,0
1076,31,0,0,Graduation,Married,42691,Laptop,0,28,3,5,0,7,0,0,16,0
1077,52,0,2,Master,Married,36138,Laptop,2,20,3,3,2,0,5,2,2,0
1078,50,0,2,Master,Married,57136,Computer,1,17,1,5,4,2,2,1,1,0
1079,67,1,2,Graduation,Widow,58275,Laptop,0,13,4,8,1,2,3,1,5,0
1080,65,0,1,PhD,Divorced,54237,Computer,1,17,1,5,8,1,2,1,7,0
1081,48,0,1,PhD,Married,34596,Phone,2,40,4,1,6,8,8,0,5,1
1082,48,0,1,PhD,Married,34596,Computer,0,19,1,1,5,9,2,3,6,0
1083,61,0,2,Master,Together,74881,Computer,1,30,2,9,0,5,1,4,10,0
1084,61,1,2,Master,Together,74881,Tablet,1,27,3,9,3,1,1,5,1,0
1085,52,1,2,Graduation,Divorced,44267,Tablet,1,16,4,5,8,1,0,2,2,0
1086,34,1,0,Graduation,Married,68487,Tablet,0,28,2,9,4,3,2,8,4,0
1087,34,0,0,Graduation,Married,68487,Tablet,0,4,2,9,1,3,0,1,0,0
1088,63,0,2,Graduation,Single,80982,Tablet,2,4,1,11,4,2,1,2,7,0
1089,42,1,1,Graduation,Together,69508,Tablet,2,13,1,11,0,4,4,6,6,0
1090,61,0,1,PhD,Together,63342,Computer,1,29,3,8,3,0,3,2,2,0
1091,61,1,1,PhD,Together,63342,Laptop,1,32,2,8,4,3,1,1,1,1
1092,61,0,0,Graduation,Single,82014,Phone,0,40,3,3,3,1,2,2,13,1
1093,63,0,1,Graduation,Widow,76320,Computer,2,25,2,6,2,2,6,0,4,0
1094,68,1,2,Graduation,Divorced,64587,Tablet,0,23,5,1,0,4,2,2,8,0
1095,47,1,1,Graduation,Married,74190,Computer,0,16,3,4,9,3,2,2,2,0
1096,43,0,1,Master,Married,32765,Computer,2,29,5,2,1,7,2,3,14,0
1097,58,1,2,2n Cycle,Single,,Phone,2,21,2,1,5,2,0,2,0,0
1098,47,0,1,2n Cycle,Married,22212,Laptop,1,13,4,2,1,9,0,5,11,0
1099,33,1,1,Graduation,Single,18358,Phone,1,25,3,3,5,2,1,5,0,0
1100,48,1,1,Graduation,Married,26067,Phone,0,27,2,3,5,0,3,0,5,0
1101,53,0,0,Basic,Together,22390,Computer,2,22,4,1,8,1,1,1,5,0
1102,44,0,0,Graduation,Together,70440,Tablet,0,20,5,5,0,1,4,5,11,0
1103,44,1,3,Graduation,Single,60199,Computer,1,16,2,0,3,0,0,1,2,0
1104,41,0,1,Graduation,Together,38547,Tablet,1,16,2,1,0,4,2,7,5,0
1105,42,0,1,Graduation,Married,19107,Computer,2,10,4,1,5,3,1,1,1,0
1106,37,0,0,PhD,Single,37929,Phone,2,9,1,4,3,8,1,0,8,1
1107,72,1,0,Graduation,Single,16813,Computer,2,29,3,2,0,1,3,1,4,0
1108,65,1,0,Graduation,Married,62187,Computer,1,16,4,4,7,4,5,5,7,0
1109,56,1,1,Graduation,Together,57811,Laptop,1,21,3,7,1,5,1,3,1,0
1110,66,1,1,Master,Together,50943,Laptop,0,12,4,1,8,2,2,2,12,0
1111,66,1,1,Master,Together,50943,Laptop,1,9,1,1,1,3,2,6,12,0
1112,47,0,2,Graduation,Single,53201,Laptop,1,30,2,6,4,3,0,2,1,0
1113,59,1,2,Graduation,Together,54414,Tablet,1,26,4,3,3,1,5,1,10,0
1114,50,0,2,Graduation,Together,26290,Laptop,1,18,3,2,2,7,1,1,1,0
1115,63,1,1,Graduation,Divorced,61250,Tablet,0,27,4,5,0,0,0,0,5,0
1116,75,1,0,Basic,Together,28389,Laptop,1,27,5,1,0,0,3,1,5,0
1117,57,1,1,Master,Single,55250,Laptop,0,27,3,7,1,1,6,1,7,0
1118,56,0,2,Graduation,Together,37758,Computer,1,7,2,1,3,0,2,0,9,0
1119,56,1,2,Graduation,Together,37758,Laptop,2,27,5,1,0,5,1,7,7,0
1120,65,0,2,PhD,Married,37633,Laptop,2,6,1,1,6,3,5,5,14,0
1121,59,0,2,PhD,Together,33629,Laptop,0,18,1,3,5,1,2,4,6,0
1122,55,0,2,PhD,Married,36947,Computer,1,20,5,3,1,1,0,5,14,0
1123,70,0,1,Graduation,Divorced,69142,Computer,1,15,4,8,2,1,2,4,3,0
1124,63,1,1,Graduation,Married,53154,Computer,1,18,1,3,6,4,1,0,2,0
1125,62,0,1,PhD,Married,65695,Phone,2,25,2,5,5,2,0,5,12,0
1126,70,0,1,PhD,Together,69805,Laptop,2,21,3,6,4,4,4,6,6,0
1127,44,1,1,2n Cycle,Single,36975,Phone,0,26,2,1,1,0,1,1,12,0
1128,49,0,1,Graduation,Married,26228,Phone,0,25,2,1,0,0,4,1,0,0
1129,50,0,1,Master,Married,37787,Tablet,0,13,2,3,0,1,2,3,3,0
1130,48,0,1,PhD,Married,37087,Tablet,0,8,1,4,2,4,0,2,0,0
1131,70,0,1,2n Cycle,Together,57247,Phone,0,24,2,2,6,2,6,2,12,0
1132,68,1,1,PhD,Married,36930,Phone,0,26,4,5,6,1,5,6,14,0
1133,59,1,2,Master,Divorced,48721,Phone,0,24,5,4,3,2,2,2,6,0
1134,53,0,2,Master,Married,43641,Computer,2,26,4,2,3,5,1,6,1,0
1135,71,0,1,Graduation,Married,75903,Computer,2,17,4,6,2,1,5,0,3,0
1136,66,0,1,Graduation,Married,71391,Laptop,2,17,4,6,0,3,3,0,6,0
1137,46,1,2,PhD,Married,16927,Laptop,0,26,3,3,4,2,1,4,1,0
1138,61,0,3,Graduation,Divorced,27215,Computer,1,21,2,2,1,3,1,7,13,0
1139,46,0,1,Graduation,Married,53858,Computer,1,3,2,4,1,3,3,6,7,0
1140,59,0,0,Graduation,Single,30983,Phone,1,38,5,4,9,11,2,4,1,1
1141,70,0,2,Graduation,Together,43462,Computer,0,3,1,4,0,0,1,2,2,0
1142,66,0,1,Graduation,Married,63943,Tablet,1,8,1,6,5,4,1,5,11,0
1143,36,1,0,Graduation,Single,26816,Tablet,2,30,2,0,0,2,1,4,11,0
1144,46,1,1,2n Cycle,Together,75484,Computer,0,9,2,7,0,0,5,1,2,0
1145,56,0,1,Master,Together,33564,Computer,1,4,1,1,1,0,0,2,10,0
1146,69,0,2,Master,Married,54348,Computer,1,26,2,2,1,1,2,5,0,0
1147,63,1,1,Graduation,Married,54984,Laptop,2,6,1,6,2,5,5,1,11,0
1148,38,0,1,Graduation,Single,34738,Laptop,1,25,5,1,5,5,3,1,8,0
1149,59,0,1,Graduation,Divorced,68118,Laptop,1,16,2,8,6,4,2,2,7,0
1150,59,0,1,Graduation,Divorced,68118,Laptop,0,11,3,8,5,2,3,0,6,0
1151,49,0,1,Graduation,Together,22682,Laptop,2,6,2,2,1,1,1,2,7,0
1152,47,0,1,Graduation,Married,51948,Computer,0,9,1,5,1,4,7,7,8,0
1153,53,0,1,Graduation,Married,25293,Computer,1,23,3,1,0,4,4,3,0,0
1154,53,0,1,Graduation,Married,25293,Phone,0,22,4,1,4,4,0,3,9,0
1155,58,0,2,PhD,Married,41551,Phone,0,17,1,5,5,5,1,0,2,0
1156,60,0,1,PhD,Together,56067,Computer,1,28,2,7,5,3,2,4,2,0
1157,70,0,2,Graduation,Married,67433,Tablet,1,29,3,6,1,0,0,8,3,0
1158,39,0,1,Graduation,Together,22010,Computer,2,12,1,2,7,0,1,2,5,0
1159,70,1,2,2n Cycle,Single,64831,Computer,0,13,3,6,1,5,1,5,9,0
1160,68,0,0,Graduation,Married,62820,Computer,1,4,1,3,1,3,0,2,3,0
1161,68,0,0,Graduation,Married,62820,Laptop,0,25,2,3,8,2,1,1,0,0
1162,63,1,1,2n Cycle,Divorced,78353,Laptop,2,27,3,10,2,6,1,4,3,0
1163,56,0,2,Master,Married,57183,Laptop,2,4,2,9,3,1,2,2,0,0
1164,57,1,0,Graduation,Single,23478,Laptop,1,21,2,3,1,3,2,2,1,0
1165,44,1,1,Graduation,Single,30168,Laptop,1,17,4,6,3,2,1,0,6,0
1166,33,0,1,Graduation,Married,37155,Computer,1,14,4,2,1,4,0,1,5,0
1167,37,1,0,Basic,Single,16581,Tablet,2,28,5,0,5,1,2,4,6,0
1168,42,1,2,Graduation,Married,41850,Computer,2,3,2,3,8,3,1,2,9,0
1169,55,1,0,Master,Divorced,81380,Computer,1,18,3,4,4,6,2,4,13,0
1170,41,1,2,Graduation,Together,56386,Tablet,1,28,5,9,1,1,3,0,3,0
1171,51,0,1,Graduation,Divorced,25818,Computer,2,22,4,0,3,8,1,5,2,0
1172,38,1,1,Graduation,Together,15345,Phone,1,47,5,1,7,3,8,0,1,1
1173,45,0,2,Master,Together,57954,Computer,1,6,2,8,3,3,1,0,5,0
1174,70,1,1,Graduation,Married,50300,Computer,1,10,1,2,0,1,2,0,9,0
1175,67,0,2,PhD,Married,38725,Laptop,1,10,1,1,8,0,2,1,1,0
1176,33,1,1,2n Cycle,Together,10404,Tablet,0,24,2,1,3,2,3,1,2,0
1177,31,1,1,Basic,Single,26868,Computer,0,24,5,1,4,3,6,2,1,0
1178,73,1,0,Graduation,Widow,72298,Phone,1,10,2,4,2,2,2,2,7,0
1179,64,0,0,Graduation,Married,72905,Computer,2,8,1,3,0,3,0,4,2,0
1180,46,1,1,Graduation,Single,47025,Phone,1,24,5,6,4,2,2,7,0,0
1181,37,1,1,Graduation,Single,29938,Phone,1,29,2,1,2,2,2,0,3,0
1182,74,1,2,PhD,Together,46681,Computer,0,9,1,4,1,1,4,3,3,0
1183,74,1,2,PhD,Together,46681,Laptop,2,6,2,4,3,7,2,0,16,0
1184,52,1,1,Master,Single,29548,Laptop,1,20,5,1,2,2,5,0,7,0
1185,66,1,1,Master,Married,62058,Computer,2,26,3,6,1,4,4,6,13,0
1186,53,1,2,Master,Together,,Computer,1,18,1,4,6,0,0,1,7,0
1187,59,0,2,PhD,Single,36736,Tablet,2,17,1,1,1,1,1,1,8,0
1188,70,1,2,Master,Single,8820,Tablet,2,11,2,3,0,0,2,4,6,0
1189,59,1,1,Basic,Together,14918,Tablet,0,24,2,1,3,3,2,0,2,0
1190,48,1,0,Graduation,Together,56715,Computer,1,16,3,7,9,2,5,0,10,0
1191,44,1,1,Basic,Together,24882,Phone,0,10,4,1,2,2,5,0,2,0
1192,44,0,1,Basic,Together,24882,Computer,0,27,3,1,7,0,0,1,2,0
1193,70,0,2,Master,Together,40442,Phone,2,20,2,3,6,3,2,2,6,1
1194,57,1,1,2n Cycle,Divorced,64176,Computer,2,12,3,8,2,3,1,4,2,0
1195,39,0,1,PhD,Married,23536,Computer,1,19,2,0,1,5,0,0,3,0
1196,64,0,2,Graduation,Divorced,35246,Computer,0,4,1,3,4,0,3,7,7,0
1197,44,0,2,Graduation,Married,28442,Computer,2,30,3,2,0,0,3,1,2,0
1198,66,1,2,Graduation,Married,48195,Computer,1,17,2,4,6,4,4,0,13,0
1199,40,1,0,2n Cycle,Single,74116,Computer,2,25,2,4,0,0,2,0,1,0
1200,75,1,0,Master,Together,78093,Computer,2,12,4,4,3,8,5,2,6,0
1201,70,1,2,Master,Divorced,59354,Computer,1,28,2,6,0,8,2,2,2,0
1202,46,0,1,2n Cycle,Together,36301,Computer,0,28,4,3,0,2,3,2,2,0
1203,79,1,0,Master,Single,77598,Computer,2,25,2,7,4,1,0,3,8,0
1204,50,1,1,Graduation,Married,62710,Computer,2,24,4,4,5,4,7,8,5,0
1205,57,1,1,Graduation,Together,36317,Computer,1,27,3,3,5,1,2,3,2,0
1206,51,1,2,PhD,Single,42767,Computer,0,24,4,3,2,0,3,6,16,0
1207,40,0,1,Master,Married,43815,Computer,1,5,1,2,2,0,3,1,0,0
1208,51,0,2,Graduation,Divorced,44421,Computer,2,24,2,5,8,5,3,4,3,0
1209,79,0,0,PhD,Divorced,48948,Phone,1,24,3,7,5,6,3,5,1,1
1210,79,0,0,PhD,Divorced,48948,Laptop,0,33,4,7,7,4,6,3,6,1
1211,72,1,1,Master,Divorced,63120,Phone,1,29,4,8,3,5,5,0,6,1
1212,72,0,2,PhD,Married,55517,Phone,2,6,1,11,1,8,6,5,11,1
1213,65,1,1,Graduation,Single,36864,Phone,2,36,5,5,12,1,5,0,10,1
1214,44,1,0,2n Cycle,Together,,Computer,0,27,2,0,3,1,5,4,11,0
1215,45,1,0,Graduation,Divorced,82582,Phone,0,7,2,4,10,2,4,6,0,1
1216,64,1,1,Graduation,Divorced,79803,Computer,1,20,4,4,2,3,3,3,6,0
1217,55,1,1,PhD,Single,52569,Computer,2,9,2,2,0,2,2,5,4,0
1218,74,0,0,PhD,Widow,82032,Computer,1,16,3,4,8,4,5,0,3,0
1219,74,0,0,PhD,Widow,82032,Laptop,2,28,3,4,1,0,1,7,0,0
1220,50,0,1,Graduation,Married,65685,Laptop,1,26,3,9,5,4,1,0,0,0
1221,50,1,1,Graduation,Married,65685,Laptop,2,8,1,9,2,1,0,7,13,0
1222,65,1,2,PhD,Together,40451,Laptop,1,21,5,1,1,1,3,2,1,0
1223,49,0,1,2n Cycle,Divorced,31163,Computer,0,20,4,1,6,4,2,2,4,0
1224,49,0,1,2n Cycle,Divorced,31163,Computer,1,3,2,1,4,2,2,6,7,0
1225,70,1,2,Graduation,Married,35704,Tablet,2,27,4,2,0,0,3,1,0,0
1226,49,1,1,Graduation,Single,7500,Laptop,0,22,5,3,2,2,7,6,0,0
1227,39,1,1,Graduation,Together,36075,Tablet,1,22,5,2,5,4,0,2,1,0
1228,40,0,0,PhD,Together,70038,Computer,2,7,2,4,3,0,3,2,9,0
1229,40,1,0,PhD,Together,70038,Tablet,1,12,1,4,3,4,0,1,1,0
1230,51,0,0,Graduation,Together,71796,Tablet,2,3,2,9,0,0,0,1,5,0
1231,55,1,2,2n Cycle,Together,47821,Tablet,1,22,2,1,2,7,1,1,8,0
1232,47,0,1,PhD,Married,45503,Computer,2,5,1,3,4,0,1,0,5,0
1233,44,1,1,Graduation,Single,28647,Phone,2,43,6,2,11,4,9,8,2,1
1234,50,0,1,Master,Divorced,37760,Computer,0,18,3,2,0,0,0,4,0,0
1235,70,1,0,PhD,Together,85431,Computer,0,9,2,2,2,0,6,4,6,0
1236,67,0,0,2n Cycle,Married,72635,Tablet,1,5,1,6,8,4,3,2,3,0
1237,67,0,0,2n Cycle,Married,72635,Tablet,0,15,2,6,2,4,0,6,4,0
1238,74,0,0,Graduation,Married,77142,Computer,0,11,1,4,0,0,4,1,0,0
1239,44,1,1,Graduation,Together,53172,Tablet,1,30,2,2,1,8,4,6,3,0
1240,54,1,2,Graduation,Single,36065,Tablet,2,15,3,3,4,0,4,2,5,0
1241,49,1,0,Graduation,Together,73926,Computer,1,13,1,6,6,7,4,1,13,0
1242,45,1,1,Graduation,Single,35790,Computer,0,16,4,2,2,3,3,4,5,0
1243,60,1,2,Graduation,Divorced,39552,Phone,0,28,4,6,6,5,0,0,11,1
1244,58,1,1,2n Cycle,Together,68316,Computer,1,8,1,10,0,3,2,6,11,0
1245,45,1,0,PhD,Together,102160,Phone,0,36,5,7,3,4,1,2,1,1
1246,57,1,2,Master,Widow,51390,Computer,1,6,2,5,2,1,2,2,3,0
1247,41,1,0,Graduation,Single,72066,Phone,0,14,4,4,2,1,6,10,0,1
1248,46,1,1,Graduation,Together,21675,Computer,0,21,5,4,5,2,0,2,3,0
1249,57,1,2,Graduation,Married,48006,Tablet,1,20,3,1,1,3,1,3,0,0
1250,47,0,1,Graduation,Married,65106,Laptop,0,5,2,8,2,1,4,7,6,0
1251,62,1,1,Graduation,Divorced,58401,Laptop,2,25,4,1,6,3,5,3,9,0
1252,62,1,2,Graduation,Married,29315,Phone,2,25,3,2,2,0,1,1,4,0
1253,71,1,2,Master,Single,49389,Laptop,2,15,4,2,0,8,4,0,0,0
1254,57,0,1,PhD,Together,51717,Laptop,0,29,3,3,5,0,8,5,7,0
1255,62,0,2,2n Cycle,Widow,46779,Tablet,0,25,5,0,0,2,0,2,7,0
1256,62,1,2,Master,Married,28520,Computer,2,14,3,1,1,1,7,5,4,0
1257,59,0,1,Graduation,Single,34377,Computer,2,27,3,2,4,3,2,0,8,0
1258,61,1,1,PhD,Divorced,54959,Phone,2,8,1,9,6,8,3,2,13,1
1259,67,0,0,Master,Together,82384,Phone,2,48,6,3,4,5,10,4,6,1
1260,66,0,1,Graduation,Single,46998,Computer,1,29,5,5,4,2,3,3,1,0
1261,54,1,2,Graduation,Together,58554,Computer,1,29,3,8,4,0,2,3,10,0
1262,54,0,2,Graduation,Together,58554,Computer,0,20,3,8,0,3,0,1,3,0
1263,68,1,1,PhD,Divorced,57333,Phone,1,6,1,8,1,1,8,7,7,1
1264,28,1,0,Graduation,Together,80685,Computer,2,10,4,6,1,5,0,0,3,0
1265,57,0,1,Graduation,Together,52117,Computer,0,21,5,5,2,5,4,5,3,0
1266,50,1,1,PhD,Together,62220,Tablet,1,47,5,7,4,10,5,1,5,1
1267,76,0,3,PhD,Together,64014,Computer,0,27,4,8,6,2,3,0,0,0
1268,76,0,3,PhD,Together,64014,Laptop,0,25,2,8,0,0,6,1,9,0
1269,67,1,1,Master,Divorced,46390,Laptop,0,12,1,4,0,1,2,2,9,0
1270,43,1,0,Graduation,Together,75507,Computer,0,20,2,8,0,1,2,1,3,0
